,DETX,DETY,PI
0,6018.023330537128,1099.980996843142,1753.0010106702248
1,3154.0001618750684,-9660.442713169185,8748.506468957657
2,-1866.14523486567,-317.7673758043478,5605.327447534905
3,3807.7351801342415,3578.809432963683,2394.6870369717803
4,-13587.729912854285,1387.515891932994,1955.0009596262826
5,12223.162734861418,-12606.046533905916,7783.001036105561
6,2999.2807381220855,-10468.759760164492,422.00116446462926
7,9020.085731603322,-4149.663854728303,2202.9990383953614
8,-12125.115782070696,5805.9913342062755,10027.112735995617
9,14583.490056073608,-4082.031451175796,3587.0010021321577
10,-2056.5470416231915,15669.812064388947,6717.00093267014
11,6061.038845511279,506.1833458757869,535.0011600558064
12,7409.523047289421,14173.947627170453,1893.8345409233116
13,7784.989969199698,2403.9712894703584,4009.993814789078
14,615.9132583682583,-3969.000395748066,7010.000952315546
15,5775.853624450477,-9745.203205291242,10218.001068862824
16,-6562.352462685508,7452.407342448592,6153.5244994165405
17,-1605.5835852077514,954.527000103886,3354.000990504828
18,9880.877020467644,-5755.597450495796,2619.000892283395
19,-8767.808185101241,13900.100843543689,531.0009254068718
20,-1092.8897581003002,16238.600051931837,1594.001047950922
21,11652.426227826441,8642.197932906362,1111.0010029149416
22,10520.442600104745,-9947.94337266915,11228.839070863305
23,13732.154732136829,-2133.78877340938,1421.0010443416686
24,12736.407183855135,-11850.119244778276,1515.0009008270572
25,-6192.393080716042,-15014.024605252473,7652.548818464452
26,-6061.983883750402,5374.539442696623,9261.001116560306
27,809.8877699853233,-8826.142225034706,6407.000891243413
28,3855.124787811851,11248.057826893211,1170.0009522707842
29,9756.268036682755,-4122.892115423123,2734.0010051990394
30,-10861.879951399129,-7006.869132155875,4209.972646709295
31,-8906.877466301472,-1265.802421999009,749.0008374820172
32,-12787.9717516098,6738.785673324741,2306.0010650606273
33,-4036.9792501859606,225.71018722647173,1495.0008981543651
34,11125.107564861197,-9588.42547026743,8811.641658355395
35,-11096.050351725364,-4086.7251727373255,4632.470385290776
36,1031.9290955263534,-5003.651416715442,3340.0009496148778
37,2140.450405766897,498.35657213144987,861.001164601621
38,14544.496513937425,2975.3414501065995,8532.431341398114
39,1009.4071844782333,-2214.847949515938,3284.000981150406
40,12192.102820544136,6145.803463960225,8051.465539336883
41,-7409.233522279725,-4163.31997136977,3824.6971418854496
42,6710.380457492613,-13957.966720161521,3818.000993982685
43,-13227.126365109218,-9751.596593038603,4246.92654205959
44,715.8754148051484,10596.020355904922,823.0008863900439
45,-16045.43785866914,-105.03342287568321,5990.101078787077
46,-3088.999798224977,2908.056917997082,3142.0009426647594
47,-3046.024845504171,-4502.829794531593,721.0011458927765
48,8109.109651796667,-15051.067071853127,2102.0009987801022
49,7168.182545315845,4269.992810369043,8027.963679237125
50,-988.3162672930096,13588.818871018479,5318.00099933926
51,-1425.5442582523237,-7850.008987470191,4546.72693469029
52,6632.167440727946,9710.881949511171,4011.4945510737784
53,4910.052249768815,-2664.9806671296224,4983.8620648059095
54,588.8659377278253,11887.319550720154,2161.0954460450275
